Date,Open,High,Low,Close,Volume,Ticker
2020-01-02 00:00:00-05:00,71.7210264890596,72.77660582997152,71.46681974859514,72.71607971191406,135480400,AAPL
2020-01-03 00:00:00-05:00,71.94132818321717,72.77174458511139,71.7839617851537,72.00911712646484,146322800,AAPL
2020-01-06 00:00:00-05:00,71.12785100771227,72.62163096070418,70.87606037263818,72.58289337158203,118387200,AAPL
2020-01-07 00:00:00-05:00,72.59258596559819,72.84921605109494,72.02122310005907,72.24153900146484,108872000,AAPL
2020-01-08 00:00:00-05:00,71.943758846659,73.70627893727402,71.943758846659,73.40364837646484,132079200,AAPL
2020-01-09 00:00:00-05:00,74.3841659131879,75.15647966923257,74.13238261481911,74.96279907226562,170108400,AAPL
2020-01-10 00:00:00-05:00,75.19765137920673,75.69880941545972,74.6287043855216,75.13227844238281,140644800,AAPL
2020-01-13 00:00:00-05:00,75.44942915816804,76.76405445807666,75.33079296168272,76.73741912841797,121532000,AAPL
2020-01-14 00:00:00-05:00,76.67448999643469,76.88511970700802,75.57775702296071,75.70122528076172,161954400,AAPL
2020-01-15 00:00:00-05:00,75.50027617412253,76.38395596192076,74.94343149157285,75.37680053710938,121923600,AAPL
2020-01-16 00:00:00-05:00,75.92155107686447,76.43239542602332,75.55839431821396,76.3210220336914,108829200,AAPL
2020-01-17 00:00:00-05:00,76.57037988918707,77.16837823985516,76.26290986480943,77.16596221923828,137816400,AAPL
2020-01-21 00:00:00-05:00,76.79310129941813,77.23614913553814,76.5049964495613,76.64299774169922,110843200,AAPL
2020-01-22 00:00:00-05:00,77.1296258918447,77.47099402402007,76.82215592624772,76.91658020019531,101832400,AAPL
2020-01-23 00:00:00-05:00,76.96984634011159,77.3668937772688,76.42026453610515,77.28700256347656,104472000,AAPL
2020-01-24 00:00:00-05:00,77.5339302350096,78.2796084989247,76.87298259611883,77.06424713134766,146537600,AAPL
2020-01-27 00:00:00-05:00,75.06689673049003,75.48089322464955,73.81279759380895,74.79816436767578,161940000,AAPL
2020-01-28 00:00:00-05:00,75.68183593003438,77.08603847633346,75.58257224071698,76.91414642333984,162234000,AAPL
2020-01-29 00:00:00-05:00,78.55078236199498,79.37393591584485,77.80752001617462,78.5241470336914,216229200,AAPL
2020-01-30 00:00:00-05:00,77.60415772537527,78.46362551493233,77.17078871761717,78.41036224365234,126743200,AAPL
2020-01-31 00:00:00-05:00,77.69858276990855,78.1222655759737,74.63838622980492,74.93375396728516,199588400,AAPL
2020-02-03 00:00:00-05:00,73.67237945985059,75.89731989448796,73.16880546652003,74.72795867919922,173788400,AAPL
2020-02-04 00:00:00-05:00,76.33794039127015,77.38625661675313,75.93120675854502,77.19499206542969,136616400,AAPL
2020-02-05 00:00:00-05:00,78.32561338698618,78.62582786926725,77.21920188630669,77.824462890625,118826800,AAPL
2020-02-06 00:00:00-05:00,78.09563507421905,78.73721039613278,77.53637437960353,78.73478698730469,105425600,AAPL
2020-02-07 00:00:00-05:00,78.2324494253046,78.48240856737728,77.17194309043332,77.66458129882812,117684000,AAPL
2020-02-10 00:00:00-05:00,76.24488890405078,78.03343200683594,76.16480809009461,78.03343200683594,109348800,AAPL
2020-02-11 00:00:00-05:00,78.53093937088862,78.60374012100387,77.34423530217373,77.5626449584961,94323200,AAPL
