Date,Open,High,Low,Close,Volume,Ticker,Daily_Change,PercentageChange
2020-01-02 00:00:00-05:00,71.7210264890596,72.77660582997152,71.46681974859514,72.71607971191406,135480400,AAPL,0.995053222854466,1.3873940064232801
2020-01-03 00:00:00-05:00,71.94132818321717,72.77174458511139,71.7839617851537,72.00911712646484,146322800,AAPL,0.06778894324767748,0.09422809525428198
2020-01-06 00:00:00-05:00,71.12787343706493,72.62165386110323,70.87608272259153,72.58291625976562,118387200,AAPL,1.4550428227006904,2.045671763247829
2020-01-07 00:00:00-05:00,72.59260129853506,72.84923143823697,72.02123831231323,72.2415542602539,108872000,AAPL,-0.3510470382811519,-0.4835851477996782
2020-01-08 00:00:00-05:00,71.94375136900179,73.70627127642481,71.94375136900179,73.40364074707031,132079200,AAPL,1.4598893780685245,2.029209417480478
2020-01-09 00:00:00-05:00,74.3841659131879,75.15647966923257,74.13238261481911,74.96279907226562,170108400,AAPL,0.5786331590777252,0.7778982959263602
2020-01-10 00:00:00-05:00,75.19764374317383,75.69880172853615,74.62869680726308,75.13227081298828,140644800,AAPL,-0.06537293018554635,-0.0869348119587599
2020-01-13 00:00:00-05:00,75.44942915816804,76.76405445807666,75.33079296168272,76.73741912841797,121532000,AAPL,1.2879899702499245,1.70709041091597
2020-01-14 00:00:00-05:00,76.67446681398555,76.88509646087522,75.57773417210761,75.70120239257812,161954400,AAPL,-0.9732644214074213,-1.269346187654084
2020-01-15 00:00:00-05:00,75.50028381601487,76.38396369325629,74.94343907710318,75.3768081665039,121923600,AAPL,-0.12347564951096501,-0.1635432918528629
2020-01-16 00:00:00-05:00,75.92152071901803,76.43236486391163,75.55836410557868,76.32099151611328,108829200,AAPL,0.3994707970952476,0.5261627972043265
2020-01-17 00:00:00-05:00,76.57037988918707,77.16837823985516,76.26290986480943,77.16596221923828,137816400,AAPL,0.5955823300512151,0.7778233971323428
2020-01-21 00:00:00-05:00,76.79310129941813,77.23614913553814,76.5049964495613,76.64299774169922,110843200,AAPL,-0.15010355771890715,-0.1954648987721564
2020-01-22 00:00:00-05:00,77.12964884342462,77.47101707718141,76.82217878633332,76.9166030883789,101832400,AAPL,-0.21304575504571233,-0.27621771684479113
2020-01-23 00:00:00-05:00,76.96983874202517,77.3668861399878,76.42025699227077,77.28699493408203,104472000,AAPL,0.3171561920568564,0.412052561419348
2020-01-24 00:00:00-05:00,77.53394558679635,78.2796239983564,76.87299781703734,77.06426239013672,146537600,AAPL,-0.46968319665963065,-0.6057774992681597
2020-01-27 00:00:00-05:00,75.06691204410036,75.48090862271498,73.81281265158368,74.79817962646484,161940000,AAPL,-0.268732417635519,-0.35799050516110736
2020-01-28 00:00:00-05:00,75.68184343719155,77.08604612277858,75.58257973802782,76.91415405273438,162234000,AAPL,1.2323106155428292,1.6282777474435135
2020-01-29 00:00:00-05:00,78.55077473001256,79.37392820388496,77.80751245640747,78.52413940429688,216229200,AAPL,-0.02663532571568794,-0.03390841886313205
2020-01-30 00:00:00-05:00,77.60417282727558,78.46364078408652,77.17080373518314,78.4103775024414,126743200,AAPL,0.80620467516583,1.0388676868706639
2020-01-31 00:00:00-05:00,77.69857485901245,78.12225762194025,74.63837863048332,74.93374633789062,199588400,AAPL,-2.764828521121828,-3.558403131767517
